employee_name,user_id,Domain,Email,Role
Nola A Winters,NAW0939,ACME.com,Nola.A.Winters@ACME.com,Tradesman
Jonathan D Malone,JDM0940,ACME.com,Jonathan.D.Malone@ACME.com,Administrative Staff
Quynn L Walter,QLW0941,ACME.com,Quynn.L.Walter@ACME.com,Administrative Staff
Lael I Delgado,LID0942,ACME.com,Lael.I.Delgado@ACME.com,Of Council
Basil M Kinney,BMK0943,ACME.com,Basil.M.Kinney@ACME.com,Engineer
Lani S Vance,LSV0944,ACME.com,Lani.S.Vance@ACME.com,Technician
Kathleen K Walter,KKW0945,ACME.com,Kathleen.K.Walter@ACME.com,Tradesman
Lance B Duffy,LBD0946,ACME.com,Lance.B.Duffy@ACME.com,Project Manager
McKenzie A Merritt,MAM0947,ACME.com,McKenzie.A.Merritt@ACME.com,Technician
Ashton R Parsons,ARP0948,ACME.com,Ashton.R.Parsons@ACME.com,Security
Germaine M Strickland,GMS0949,ACME.com,Germaine.M.Strickland@ACME.com,Tradesman
Clinton N Short,CNS0950,ACME.com,Clinton.N.Short@ACME.com,Foreman
Chelsea A Osborn,CAO0951,ACME.com,Chelsea.A.Osborn@ACME.com,Technician
Len A Morse,LAM0952,ACME.com,Len.A.Morse@ACME.com,Senior Manger
Solomon H Torres,SHT0953,ACME.com,Solomon.H.Torres@ACME.com,Administrative Assistant
Suki A Michael,SAM0954,ACME.com,Suki.A.Michael@ACME.com,Administrative Staff
Jenette M Rutledge,JMR0955,ACME.com,Jenette.M.Rutledge@ACME.com,Administrative Staff
Maisie N Burton,MNB0956,ACME.com,Maisie.N.Burton@ACME.com,Technician
Price T Holder,PTH0957,ACME.com,Price.T.Holder@ACME.com,Administrative Staff
Hedy P French,HPF0958,ACME.com,Hedy.P.French@ACME.com,Senior Manger
Carlos P Moore,CPM0959,ACME.com,Carlos.P.Moore@ACME.com,Foreman
Kimberley T Marks,KTM0960,ACME.com,Kimberley.T.Marks@ACME.com,Tradesman
Lois D Bradshaw,LDB0961,ACME.com,Lois.D.Bradshaw@ACME.com,Project Manager
Raja E Sutton,RES0962,ACME.com,Raja.E.Sutton@ACME.com,Senior Manger
Allistair B Harper,ABH0963,ACME.com,Allistair.B.Harper@ACME.com,Administrative Assistant
Uriah B Hunter,UBH0964,ACME.com,Uriah.B.Hunter@ACME.com,Engineer
Ian M Wilson,IMW0965,ACME.com,Ian.M.Wilson@ACME.com,Engineer
Rachel L Savage,RLS0966,ACME.com,Rachel.L.Savage@ACME.com,Tradesman
Yuri C Burnett,YCB0967,ACME.com,Yuri.C.Burnett@ACME.com,Tradesman
Russell A Hunt,RAH0968,ACME.com,Russell.A.Hunt@ACME.com,Engineer
April K Meadows,AKM0969,ACME.com,April.K.Meadows@ACME.com,Technician
William A Blackburn,WAB0970,ACME.com,William.A.Blackburn@ACME.com,Administrative Assistant
Xavier K Rich,XKR0971,ACME.com,Xavier.K.Rich@ACME.com,Security
Emi O Stone,EOS0972,ACME.com,Emi.O.Stone@ACME.com,Administrative Staff
Benedict T Williamson,BTW0973,ACME.com,Benedict.T.Williamson@ACME.com,Tradesman
Buffy F Osborn,BFO0974,ACME.com,Buffy.F.Osborn@ACME.com,Project Manager
Cooper A Montoya,CAM0975,ACME.com,Cooper.A.Montoya@ACME.com,Foreman
Courtney A Wright,CAW0976,ACME.com,Courtney.A.Wright@ACME.com,Tradesman
Avye R Richard,ARR0977,ACME.com,Avye.R.Richard@ACME.com,Administrative Staff
Ann J Sykes,AJS0978,ACME.com,Ann.J.Sykes@ACME.com,Engineer
Todd R Todd,TRT0979,ACME.com,Todd.R.Todd@ACME.com,Engineer
Zahir B Hale,ZBH0980,ACME.com,Zahir.B.Hale@ACME.com,Administrative Assistant
Hamilton S Holden,HSH0981,ACME.com,Hamilton.S.Holden@ACME.com,Administrative Staff
Paki R Riddle,PRR0982,ACME.com,Paki.R.Riddle@ACME.com,Foreman
Kyle B Bond,KBB0983,ACME.com,Kyle.B.Bond@ACME.com,Engineer
Orla L Reed,OLR0984,ACME.com,Orla.L.Reed@ACME.com,Technician
MacKensie C Farmer,MCF0985,ACME.com,MacKensie.C.Farmer@ACME.com,Engineer
Dana O Odom,DOO0986,ACME.com,Dana.O.Odom@ACME.com,Tradesman
Knox C Hughes,KCH0987,ACME.com,Knox.C.Hughes@ACME.com,Foreman
Marah H Morrow,MHM0988,ACME.com,Marah.H.Morrow@ACME.com,Tradesman
Jonathan T Travis,JTT0989,ACME.com,Jonathan.T.Travis@ACME.com,IT Admin
Dillon S Medina,DSM0990,ACME.com,Dillon.S.Medina@ACME.com,IT Admin
Isaiah R Chen,IRC0991,ACME.com,Isaiah.R.Chen@ACME.com,IT Admin
Brock J Morrison,BJM0992,ACME.com,Brock.J.Morrison@ACME.com,IT Admin
Aurora R Savage,ARS0993,ACME.com,Aurora.R.Savage@ACME.com,IT Admin
Carson G Mckenzie,CGM0994,ACME.com,Carson.G.Mckenzie@ACME.com,IT Admin
Colt L Ballard,CLB0995,ACME.com,Colt.L.Ballard@ACME.com,IT Admin
Cedric R Carson,CRC0996,ACME.com,Cedric.R.Carson@ACME.com,IT Admin
Kathleen E Everett,KEE0997,ACME.com,Kathleen.E.Everett@ACME.com,IT Admin
Jermaine C Conrad,JCC0998,ACME.com,Jermaine.C.Conrad@ACME.com,IT Admin
Castor L Nelson,CLN0999,ACME.com,Castor.L.Nelson@ACME.com,IT Admin
Ezekiel L Dickerson,ELD1000,ACME.com,Ezekiel.L.Dickerson@ACME.com,IT Admin
